Gene	description	family	hgnc_id	entrez_id	ensemble_id	location	pubmed_id	Vulnerable_Cell_lines_perc	Ribosomal_Proteins	DNA_replication	RNA_polymerase	Proteasome	Spliceosome	Histones	curated_BAGEL_essential	curated_BAGEL_nonEssential	ADM_PanCancer_CF	Vuln_CL_perc.Bone	Bone	Vuln_CL_perc.Breast	Breast	Vuln_CL_perc.Central.Nervous.System	Central.Nervous.System	Vuln_CL_perc.Endometrium	Endometrium	Vuln_CL_perc.Esophagus	Esophagus	Vuln_CL_perc.Haematopoietic.and.Lymphoid	Haematopoietic.and.Lymphoid	Vuln_CL_perc.Head.and.Neck	Head.and.Neck	Vuln_CL_perc.Large.Intestine	Large.Intestine	Vuln_CL_perc.Lung	Lung	Vuln_CL_perc.Ovary	Ovary	Vuln_CL_perc.Pancreas	Pancreas	Vuln_CL_perc.Peripheral.Nervous.System	Peripheral.Nervous.System	Vuln_CL_perc.Stomach	Stomach
XAB2	XPA binding protein 2	Nucleotide excision repair	HGNC:14089	56949	ENSG00000076924	19p13.3	10944529	99.6923076923077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF
CCT8	chaperonin containing TCP1 subunit 8	Chaperonins	HGNC:1623	10694	ENSG00000156261	21q21.3	7890169	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
CDC20	cell division cycle 20	WD repeat domain containing	HGNC:1723	991	ENSG00000117399	01p34.2	7513050|9353311	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF
CLP1	cleavage and polyadenylation factor I subunit 1		HGNC:16999	10978	ENSG00000172409	11q12.1	8896421|11060040	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	100	CF
COPB2	coatomer protein complex subunit beta 2	WD repeat domain containing	HGNC:2232	9276	ENSG00000184432	03q23	9858824	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
CPSF3L	cleavage and polyadenylation specific factor 3-like		HGNC:26052	54973	ENSG00000127054	01p36.33	15684398|16239144	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	100	CF
CTDP1	CTD phosphatase subunit 1	CTD family phosphatases	HGNC:2498	9150	ENSG00000060069	18q23	9405607|9765293	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
EIF3B	eukaryotic translation initiation factor 3 subunit B	RNA binding motif containing|Eukaryotic translation initiation factor 3	HGNC:3280	8662	ENSG00000106263	07p22.3	8995410	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
GTF2B	general transcription factor IIB	General transcription factors	HGNC:4648	2959	ENSG00000137947	01p22.2	1876184|8162052	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
GTPBP4	GTP binding protein 4		HGNC:21535	23560	ENSG00000107937	10p15.3	11316846	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
HIST1H2BF	histone cluster 1 H2B family member f	Histones	HGNC:4752	8343	ENSG00000277224	06p22.2	9119399|12408966	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
IGBP1	immunoglobulin (CD79A) binding protein 1	Protein phosphatase 2 modulatory subunits	HGNC:5461	3476	ENSG00000089289	Xq13.1	9441740	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	100	CF
POLD1	DNA polymerase delta 1, catalytic subunit	DNA polymerases	HGNC:9175	5424	ENSG00000062822	19q13.3	1722322	99.3846153846154	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	100	CF
PRPF19	pre-mRNA processing factor 19	WD repeat domain containing|U-box domain containing	HGNC:17896	27339	ENSG00000110107	11q12.2	12960389	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
PSMA6	proteasome subunit alpha 6	Proteasome	HGNC:9535	5687	ENSG00000100902	14q13.2	1888762|8811196	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	100	CF
PSMD6	proteasome 26S subunit, non-ATPase 6	Proteasome	HGNC:9564	9861	ENSG00000163636	03p14.1	10723133	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
RBMX	RNA binding motif protein, X-linked	RNA binding motif containing	HGNC:9910	27316	ENSG00000147274	Xq26.3	10391206|10391207	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
RPA3	replication protein A3	Nucleotide excision repair	HGNC:10291	6119	ENSG00000106399	07p21.3	8454588	99.3846153846154	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
RPL17	ribosomal protein L17	L ribosomal proteins	HGNC:10307	6139	ENSG00000265681	18q21.1	2402465|9582194	99.3846153846154	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	92.8571428571429	CF
RPL23	ribosomal protein L23	L ribosomal proteins	HGNC:10316	9349	ENSG00000125691	17q12	1861993	99.3846153846154	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	95.6521739130435	CF	100	CF	92.8571428571429	CF
RPL34	ribosomal protein L34	L ribosomal proteins	HGNC:10340	6164	ENSG00000109475	04q25	9582194|7490091	99.3846153846154	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
RPL5	ribosomal protein L5	Protein phosphatase 1 regulatory subunits|L ribosomal proteins	HGNC:10360	6125	ENSG00000122406	01p22.1	7937132|7772601	99.3846153846154	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
SNRPD1	small nuclear ribonucleoprotein D1 polypeptide		HGNC:11158	6632	ENSG00000167088	18q11.2	7527560|1701240	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	100	CF
SNRPG	small nuclear ribonucleoprotein polypeptide G		HGNC:11163	6637	ENSG00000143977	02p13.3	7744013	99.3846153846154	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
TICRR	TOPBP1 interacting checkpoint and replication regulator		HGNC:28704	90381	ENSG00000140534	15q26.1	20116089|20080954	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
TXNL4A	thioredoxin like 4A		HGNC:30551	10907	ENSG00000141759	18q23	11015569	99.3846153846154	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
UBE2I	ubiquitin conjugating enzyme E2 I	Ubiquitin conjugating enzymes E2	HGNC:12485	7329	ENSG00000103275	16p13.3	8565643	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
USP39	ubiquitin specific peptidase 39	Ubiquitin specific peptidases	HGNC:20071	10713	ENSG00000168883	02p11.2	12838346	99.3846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
BCL2L2-PABPN1								99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
CDC123	cell division cycle 123		HGNC:16827	8872	ENSG00000151465	10p14-p13	15319434	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
COPA	coatomer protein complex subunit alpha	WD repeat domain containing|Endogenous ligands	HGNC:2230	1314	ENSG00000122218	01q23.2	8647451	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF
DDX56	DEAD-box helicase 56	DEAD-box helicases	HGNC:18193	54606	ENSG00000136271	07p13	10749921	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
HIST1H2BH	histone cluster 1 H2B family member h	Histones	HGNC:4755	8345	ENSG00000275713	06p22.2	9119399|12408966	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	92.8571428571429	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF
KAT8	lysine acetyltransferase 8	Zinc fingers C2HC-type|Lysine acetyltransferases	HGNC:17933	84148	ENSG00000103510	16p11.2	10786633	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated		HGNC:17259	25804	ENSG00000130520	19p13.1	10369684|10523320|12515382	99.0769230769231	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated		HGNC:20470	51690	ENSG00000130332	19p13.3	10369684|10523320|12515382	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	100	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)		HGNC:6763	4085	ENSG00000164109	04q27	8824189|9345911	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
MED11	mediator complex subunit 11	Mediator complex	HGNC:32687	400569	ENSG00000161920	17p13.2	15175163|12584197	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	93.75	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
NHP2L1								99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	92	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
NUP160	nucleoporin 160	Nucleoporins	HGNC:18017	23279	ENSG00000030066	11p11.2	11684705	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
PHB	prohibitin		HGNC:8912	5245	ENSG00000167085	17q21.33	10376528|8244394	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
POLR2D	RNA polymerase II subunit D	RNA polymerase subunits	HGNC:9191	5433	ENSG00000144231	02q14.3	9528765	99.0769230769231	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
PSMB4	proteasome subunit beta 4	Proteasome	HGNC:9541	5692	ENSG00000159377	01q21.3	7918633	99.0769230769231	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
RGPD6	RANBP2-like and GRIP domain containing 6	Tetratricopeptide repeat domain containing	HGNC:32419	729540	ENSG00000183054	02q13	15710750|15815621|9480752	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
RPL19	ribosomal protein L19	L ribosomal proteins	HGNC:10312	6143	ENSG00000108298	17q12	1577483	99.0769230769231	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
RPL30	ribosomal protein L30	L ribosomal proteins	HGNC:10333	6156	ENSG00000156482	08q22.2	1577483	99.0769230769231	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	93.75	CF	100	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
RPS18	ribosomal protein S18	S ribosomal proteins	HGNC:10401	6222	ENSG00000231500	06p21.32	8441687|9582194	99.0769230769231	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
RPS20	ribosomal protein S20	S ribosomal proteins	HGNC:10405	6224	ENSG00000008988	08q12.1	9582194|8479924	99.0769230769231	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	95.2380952380952	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
RPS21	ribosomal protein S21	S ribosomal proteins	HGNC:10409	6227	ENSG00000171858	20q13.33	8332502|9582194	99.0769230769231	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	93.5483870967742	CF	100	CF	100	CF	100	CF
RPS27A	ribosomal protein S27a	S ribosomal proteins	HGNC:10417	6233	ENSG00000143947	02p16.1	9582194	99.0769230769231	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	92	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
SF1	splicing factor 1	Zinc fingers CCHC-type	HGNC:12950	7536	ENSG00000168066	11q13.1	7912130|9573336	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
SF3A3	splicing factor 3a subunit 3		HGNC:10767	10946	ENSG00000183431	01p34.3	7816610|8022796	99.0769230769231	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
SNRPF	small nuclear ribonucleoprotein polypeptide F		HGNC:11162	6636	ENSG00000139343	12q23.1	7744013	99.0769230769231	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	95.2380952380952	CF	100	CF	100	CF	100	CF	100	CF
SRP19	signal recognition particle 19		HGNC:11300	6728	ENSG00000153037	05q22.2	2460823	99.0769230769231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91.6666666666667	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
U2AF1	U2 small nuclear RNA auxiliary factor 1	RNA binding motif containing	HGNC:12453	7307	ENSG00000160201	21q22.3	8660980|7956352	99.0769230769231	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	100	CF	92	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
AQR	aquarius intron-binding spliceosomal factor	UPF1 like RNA helicases	HGNC:29513	9716	ENSG00000021776	15q14	9626505|16949364	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
BIRC5	baculoviral IAP repeat containing 5	Baculoviral IAP repeat containing|Chromosomal passenger complex	HGNC:593	332	ENSG00000089685	17q25.3	8106347|7947793	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	93.75	CF	100	CF	100	CF	100	CF	100	CF	92.8571428571429	CF
CDC5L	cell division cycle 5 like	Myb/SANT domain containing	HGNC:1743	988	ENSG00000096401	06p21.1	9598309|9038199	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	96.875	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
CDT1	chromatin licensing and DNA replication factor 1		HGNC:24576	81620	ENSG00000167513	16q24.3	11896191|11555648	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
CPSF3	cleavage and polyadenylation specific factor 3		HGNC:2326	51692	ENSG00000119203	02p25.1	8929409	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	100	CF	85.7142857142857	CF
DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	WD repeat domain containing|Dyneins, cytoplasmic	HGNC:2964	1781	ENSG00000077380	02q31.1	10049579|16260502	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	94.1176470588235	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	93.5483870967742	CF	100	CF	100	CF	100	CF
EEF2	eukaryotic translation elongation factor 2		HGNC:3214	1938	ENSG00000167658	19p13.3	2610926|6427766	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	90.625	CF	100	CF	100	CF	100	CF	100	CF	100	CF
EIF2B4	eukaryotic translation initiation factor 2B subunit delta		HGNC:3260	8890	ENSG00000115211	02p23.3	8929216|7982969	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
HIST1H2AJ	histone cluster 1 H2A family member j	Histones	HGNC:4727	8331	ENSG00000276368	06p22.1	9439656|12408966	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	100	CF	100	CF	97.0588235294118	CF	100	CF	100	CF	92.8571428571429	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	95.6521739130435	CF	100	CF	100	CF
LARS	leucyl-tRNA synthetase	Aminoacyl tRNA synthetases, Class I	HGNC:6512	51520	ENSG00000133706	05q32	6933703	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	93.75	CF	97.6190476190476	CF	100	CF	100	CF	94.1176470588235	CF	100	CF
MED28	mediator complex subunit 28	Mediator complex	HGNC:24628	80306	ENSG00000118579	04p15.32	11779215|15467741	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	96.1538461538462	CF	100	CF	100	CF	93.75	CF	100	CF	100	CF	100	CF	100	CF	100	CF
NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	AAA ATPases	HGNC:8016	4905	ENSG00000073969	17q21.31	1315316|8875895	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	97.6190476190476	CF	93.5483870967742	CF	100	CF	100	CF	100	CF
NUDT21	nudix hydrolase 21	Nudix hydrolase family	HGNC:13870	11051	ENSG00000167005	16q13	9659921	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	94.1176470588235	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	100	CF	100	CF	100	CF	100	CF
NUTF2	nuclear transport factor 2		HGNC:13722	10204	ENSG00000102898	16q22.1	7744965|3380696	98.7692307692308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	97.6190476190476	CF	96.7741935483871	CF	100	CF	100	CF	100	CF
PSMA7	proteasome subunit alpha 7	Proteasome	HGNC:9536	5688	ENSG00000101182	20q13.33	8764072	98.7692307692308	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	100	CF	100	CF	96.7741935483871	CF	100	CF	94.1176470588235	CF	100	CF
PSMB2	proteasome subunit beta 2	Proteasome	HGNC:9539	5690	ENSG00000126067	01p34.3	7918633	98.7692307692308	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	100	CF	96	CF	97.0588235294118	CF	100	CF	100	CF	100	CF	100	CF	96.875	CF	100	CF	100	CF	100	CF	100	CF	100	CF
